page_idx	rows	max_event_time	new_seqs	cum_seqs	empty_streak
931	203	90345810	0	1553	829
932	203	90345810	0	1553	830
933	203	90345810	0	1553	831
934	203	90345810	0	1553	832
935	203	90345810	0	1553	833
936	203	90345810	0	1553	834
937	203	90345810	0	1553	835
938	203	90345810	0	1553	836
939	203	90345810	0	1553	837
940	203	90345810	0	1553	838
941	203	90345810	0	1553	839
942	203	90345810	0	1553	840
943	203	90345810	0	1553	841
944	203	90345810	0	1553	842
945	203	90345810	0	1553	843
946	203	90345810	0	1553	844
947	203	90345810	0	1553	845
948	203	90345810	0	1553	846
949	203	90345810	0	1553	847
950	203	90345810	0	1553	848
951	203	90345810	0	1553	849
952	203	90345810	0	1553	850
953	203	90345810	0	1553	851
954	203	90345810	0	1553	852
955	203	90345810	0	1553	853
956	203	90345810	0	1553	854
957	203	90345810	0	1553	855
958	203	90345810	0	1553	856
959	203	90345810	0	1553	857
960	203	90345810	0	1553	858
961	203	90345810	0	1553	859
962	203	90345810	0	1553	860
963	203	90345810	0	1553	861
964	203	90345810	0	1553	862
965	203	90345810	0	1553	863
966	203	90345810	0	1553	864
967	203	90345810	0	1553	865
968	203	90345810	0	1553	866
969	203	90345810	0	1553	867
970	203	90345810	0	1553	868
971	203	90345810	0	1553	869
972	203	90345810	0	1553	870
973	203	90345810	0	1553	871
974	203	90345810	0	1553	872
975	203	90345810	0	1553	873
976	203	90345810	0	1553	874
977	203	90345810	0	1553	875
978	203	90345810	0	1553	876
979	203	90345810	0	1553	877
980	203	90345810	0	1553	878
981	203	90345810	0	1553	879
982	203	90345810	0	1553	880
983	203	90345810	0	1553	881
984	203	90345810	0	1553	882
985	203	90345810	0	1553	883
986	203	90345810	0	1553	884
987	203	90345810	0	1553	885
988	203	90345810	0	1553	886
989	203	90345810	0	1553	887
990	203	90345810	0	1553	888
991	203	90345810	0	1553	889
992	203	90345810	0	1553	890
993	203	90345810	0	1553	891
994	203	90345810	0	1553	892
995	203	90345810	0	1553	893
996	203	90345810	0	1553	894
997	203	90345810	0	1553	895
998	203	90345810	0	1553	896
999	203	90345810	0	1553	897
1000	203	90345810	0	1553	898
1001	203	90345810	0	1553	899
1002	203	90345810	0	1553	900
1003	203	90345810	0	1553	901
1004	203	90345810	0	1553	902
1005	203	90345810	0	1553	903
1006	203	90345810	0	1553	904
1007	203	90345810	0	1553	905
1008	203	90345810	0	1553	906
1009	203	90345810	0	1553	907
1010	203	90345810	0	1553	908
1011	203	90345810	0	1553	909
1012	203	90345810	0	1553	910
1013	203	90345810	0	1553	911
1014	203	90345810	0	1553	912
1015	203	90345810	0	1553	913
1016	203	90345810	0	1553	914
1017	203	90345810	0	1553	915
1018	203	90345810	0	1553	916
1019	203	90345810	0	1553	917
1020	203	90345810	0	1553	918
1021	203	90345810	0	1553	919
1022	203	90345810	0	1553	920
1023	203	90345810	0	1553	921
1024	203	90345810	0	1553	922
1025	203	90345810	0	1553	923
1026	203	90345810	0	1553	924
1027	203	90345810	0	1553	925
1028	203	90345810	0	1553	926
1029	203	90345810	0	1553	927
1030	203	90345810	0	1553	928
1031	203	90345810	0	1553	929
1032	203	90345810	0	1553	930
1033	203	90345810	0	1553	931
1034	203	90345810	0	1553	932
1035	203	90345810	0	1553	933
1036	203	90345810	0	1553	934
1037	203	90345810	0	1553	935
1038	203	90345810	0	1553	936
1039	203	90345810	0	1553	937
1040	203	90345810	0	1553	938
1041	203	90345810	0	1553	939
1042	203	90345810	0	1553	940
1043	203	90345810	0	1553	941
1044	203	90345810	0	1553	942
1045	203	90345810	0	1553	943
1046	203	90345810	0	1553	944
1047	203	90345810	0	1553	945
1048	203	90345810	0	1553	946
1049	203	90345810	0	1553	947
1050	203	90345810	0	1553	948
1051	203	90345810	0	1553	949
1052	203	90345810	0	1553	950
1053	203	90345810	0	1553	951
1054	203	90345810	0	1553	952
1055	203	90345810	0	1553	953
1056	203	90345810	0	1553	954
1057	203	90345810	0	1553	955
1058	203	90345810	0	1553	956
1059	203	90345810	0	1553	957
1060	203	90345810	0	1553	958
1061	203	90345810	0	1553	959
1062	203	90345810	0	1553	960
1063	203	90345810	0	1553	961
1064	203	90345810	0	1553	962
1065	203	90345810	0	1553	963
1066	203	90345810	0	1553	964
1067	203	90345810	0	1553	965
1068	203	90345810	0	1553	966
1069	203	90345810	0	1553	967
1070	203	90345810	0	1553	968
1071	203	90345810	0	1553	969
1072	203	90345810	0	1553	970
1073	203	90345810	0	1553	971
1074	203	90345810	0	1553	972
1075	203	90345810	0	1553	973
1076	203	90345810	0	1553	974
1077	203	90345810	0	1553	975
1078	203	90345810	0	1553	976
1079	203	90345810	0	1553	977
1080	203	90345810	0	1553	978
1081	203	90345810	0	1553	979
1082	203	90345810	0	1553	980
1083	203	90345810	0	1553	981
1084	203	90345810	0	1553	982
1085	203	90345810	0	1553	983
1086	203	90345810	0	1553	984
1087	203	90345810	0	1553	985
1088	203	90345810	0	1553	986
1089	203	90345810	0	1553	987
1090	203	90345810	0	1553	988
1091	203	90345810	0	1553	989
1092	203	90345810	0	1553	990
1093	203	90345810	0	1553	991
1094	203	90345810	0	1553	992
1095	203	90345810	0	1553	993
1096	203	90345810	0	1553	994
1097	203	90345810	0	1553	995
1098	203	90345810	0	1553	996
1099	203	90345810	0	1553	997
1100	203	90345810	0	1553	998
1101	203	90345810	0	1553	999
1102	203	90345810	0	1553	1000
1103	203	90345810	0	1553	1001
1104	203	90345810	0	1553	1002
1105	203	90345810	0	1553	1003
1106	203	90345810	0	1553	1004
1107	203	90345810	0	1553	1005
1108	203	90345810	0	1553	1006
1109	203	90345810	0	1553	1007
1110	203	90345810	0	1553	1008
1111	203	90345810	0	1553	1009
1112	203	90345810	0	1553	1010
1113	203	90345810	0	1553	1011
1114	203	90345810	0	1553	1012
1115	203	90345810	0	1553	1013
1116	203	90345810	0	1553	1014
1117	203	90345810	0	1553	1015
1118	203	90345810	0	1553	1016
1119	203	90345810	0	1553	1017
1120	203	90345810	0	1553	1018
1121	203	90345810	0	1553	1019
1122	203	90345810	0	1553	1020
1123	203	90345810	0	1553	1021
1124	203	90345810	0	1553	1022
1125	203	90345810	0	1553	1023
1126	203	90345810	0	1553	1024
1127	203	90345810	0	1553	1025
1128	203	90345810	0	1553	1026
1129	203	90345810	0	1553	1027
1130	203	90345810	0	1553	1028
1131	203	90345810	0	1553	1029
1132	203	90345810	0	1553	1030
1133	203	90345810	0	1553	1031
1134	203	90345810	0	1553	1032
1135	203	90345810	0	1553	1033
1136	203	90345810	0	1553	1034
1137	203	90345810	0	1553	1035
1138	203	90345810	0	1553	1036
1139	203	90345810	0	1553	1037
1140	203	90345810	0	1553	1038
1141	203	90345810	0	1553	1039
1142	203	90345810	0	1553	1040
1143	203	90345810	0	1553	1041
1144	203	90345810	0	1553	1042
1145	203	90345810	0	1553	1043
1146	203	90345810	0	1553	1044
1147	203	90345810	0	1553	1045
1148	203	90345810	0	1553	1046
1149	203	90345810	0	1553	1047
1150	203	90345810	0	1553	1048
1151	203	90345810	0	1553	1049
1152	203	90345810	0	1553	1050
1153	203	90345810	0	1553	1051
1154	203	90345810	0	1553	1052
1155	203	90345810	0	1553	1053
1156	203	90345810	0	1553	1054
1157	203	90345810	0	1553	1055
1158	203	90345810	0	1553	1056
1159	203	90345810	0	1553	1057
1160	203	90345810	0	1553	1058
1161	203	90345810	0	1553	1059
1162	203	90345810	0	1553	1060
1163	203	90345810	0	1553	1061
1164	203	90345810	0	1553	1062
1165	203	90345810	0	1553	1063
1166	203	90345810	0	1553	1064
1167	203	90345810	0	1553	1065
1168	203	90345810	0	1553	1066
1169	203	90345810	0	1553	1067
1170	203	90345810	0	1553	1068
1171	203	90345810	0	1553	1069
1172	203	90345810	0	1553	1070
1173	203	90345810	0	1553	1071
1174	203	90345810	0	1553	1072
1175	203	90345810	0	1553	1073
1176	203	90345810	0	1553	1074
1177	203	90345810	0	1553	1075
1178	203	90345810	0	1553	1076
1179	203	90345810	0	1553	1077
1180	203	90345810	0	1553	1078
1181	203	90345810	0	1553	1079
1182	203	90345810	0	1553	1080
1183	203	90345810	0	1553	1081
1184	203	90345810	0	1553	1082
1185	203	90345810	0	1553	1083
1186	203	90345810	0	1553	1084
1187	203	90345810	0	1553	1085
1188	203	90345810	0	1553	1086
1189	203	90345810	0	1553	1087
1190	203	90345810	0	1553	1088
1191	203	90345810	0	1553	1089
1192	203	90345810	0	1553	1090
1193	203	90345810	0	1553	1091
1194	203	90345810	0	1553	1092
1195	203	90345810	0	1553	1093
1196	203	90345810	0	1553	1094
1197	203	90345810	0	1553	1095
1198	203	90345810	0	1553	1096
1199	203	90345810	0	1553	1097
1200	203	90345810	0	1553	1098
1201	203	90345810	0	1553	1099
1202	203	90345810	0	1553	1100
1203	203	90345810	0	1553	1101
1204	203	90345810	0	1553	1102
1205	203	90345810	0	1553	1103
1206	203	90345810	0	1553	1104
1207	203	90345810	0	1553	1105
1208	203	90345810	0	1553	1106
1209	203	90345810	0	1553	1107
1210	203	90345810	0	1553	1108
1211	203	90345810	0	1553	1109
1212	203	90345810	0	1553	1110
1213	203	90345810	0	1553	1111
1214	203	90345810	0	1553	1112
1215	203	90345810	0	1553	1113
1216	203	90345810	0	1553	1114
1217	203	90345810	0	1553	1115
1218	203	90345810	0	1553	1116
1219	203	90345810	0	1553	1117
1220	203	90345810	0	1553	1118
1221	203	90345810	0	1553	1119
1222	203	90345810	0	1553	1120
1223	203	90345810	0	1553	1121
1224	203	90345810	0	1553	1122
1225	203	90345810	0	1553	1123
1226	203	90345810	0	1553	1124
1227	203	90345810	0	1553	1125
1228	203	90345810	0	1553	1126
1229	203	90345810	0	1553	1127
1230	203	90345810	0	1553	1128
1231	203	90345810	0	1553	1129
1232	203	90345810	0	1553	1130
1233	203	90345810	0	1553	1131
1234	203	90345810	0	1553	1132
1235	203	90345810	0	1553	1133
1236	203	90345810	0	1553	1134
1237	203	90345810	0	1553	1135
1238	203	90345810	0	1553	1136
1239	203	90345810	0	1553	1137
1240	203	90345810	0	1553	1138
1241	203	90345810	0	1553	1139
1242	203	90345810	0	1553	1140
1243	203	90345810	0	1553	1141
1244	203	90345810	0	1553	1142
1245	203	90345810	0	1553	1143
1246	203	90345810	0	1553	1144
1247	203	90345810	0	1553	1145
1248	203	90345810	0	1553	1146
1249	203	90345810	0	1553	1147
1250	203	90345810	0	1553	1148
1251	203	90345810	0	1553	1149
1252	203	90345810	0	1553	1150
1253	203	90345810	0	1553	1151
1254	203	90345810	0	1553	1152
1255	203	90345810	0	1553	1153
1256	203	90345810	0	1553	1154
1257	203	90345810	0	1553	1155
1258	203	90345810	0	1553	1156
1259	203	90345810	0	1553	1157
1260	203	90345810	0	1553	1158
1261	203	90345810	0	1553	1159
1262	203	90345810	0	1553	1160
1263	203	90345810	0	1553	1161
1264	203	90345810	0	1553	1162
1265	203	90345810	0	1553	1163
1266	203	90345810	0	1553	1164
1267	203	90345810	0	1553	1165
1268	203	90345810	0	1553	1166
1269	203	90345810	0	1553	1167
1270	203	90345810	0	1553	1168
1271	203	90345810	0	1553	1169
1272	203	90345810	0	1553	1170
1273	203	90345810	0	1553	1171
1274	203	90345810	0	1553	1172
1275	203	90345810	0	1553	1173
1276	203	90345810	0	1553	1174
1277	203	90345810	0	1553	1175
1278	203	90345810	0	1553	1176
1279	203	90345810	0	1553	1177
1280	203	90345810	0	1553	1178
1281	203	90345810	0	1553	1179
1282	203	90345810	0	1553	1180
1283	203	90345810	0	1553	1181
1284	203	90345810	0	1553	1182
1285	203	90345810	0	1553	1183
1286	203	90345810	0	1553	1184
1287	203	90345810	0	1553	1185
1288	203	90345810	0	1553	1186
1289	203	90345810	0	1553	1187
1290	203	90345810	0	1553	1188
1291	203	90345810	0	1553	1189
1292	203	90345810	0	1553	1190
1293	203	90345810	0	1553	1191
1294	203	90345810	0	1553	1192
1295	203	90345810	0	1553	1193
1296	203	90345810	0	1553	1194
1297	203	90345810	0	1553	1195
1298	203	90345810	0	1553	1196
1299	203	90345810	0	1553	1197
1300	203	90345810	0	1553	1198
1301	203	90345810	0	1553	1199
1302	203	90345810	0	1553	1200
1303	203	90345810	0	1553	1201
1304	203	90345810	0	1553	1202
1305	203	90345810	0	1553	1203
1306	203	90345810	0	1553	1204
1307	203	90345810	0	1553	1205
1308	203	90345810	0	1553	1206
1309	203	90345810	0	1553	1207
1310	203	90345810	0	1553	1208
1311	203	90345810	0	1553	1209
1312	203	90345810	0	1553	1210
1313	203	90345810	0	1553	1211
1314	203	90345810	0	1553	1212
1315	203	90345810	0	1553	1213
1316	203	90345810	0	1553	1214
1317	203	90345810	0	1553	1215
1318	203	90345810	0	1553	1216
1319	203	90345810	0	1553	1217
1320	203	90345810	0	1553	1218
1321	203	90345810	0	1553	1219
1322	203	90345810	0	1553	1220
1323	203	90345810	0	1553	1221
1324	203	90345810	0	1553	1222
1325	203	90345810	0	1553	1223
1326	203	90345810	0	1553	1224
1327	203	90345810	0	1553	1225
1328	203	90345810	0	1553	1226
1329	203	90345810	0	1553	1227
1330	203	90345810	0	1553	1228
1331	203	90345810	0	1553	1229
1332	203	90345810	0	1553	1230
1333	203	90345810	0	1553	1231
1334	203	90345810	0	1553	1232
1335	203	90345810	0	1553	1233
1336	203	90345810	0	1553	1234
1337	203	90345810	0	1553	1235
1338	203	90345810	0	1553	1236
1339	203	90345810	0	1553	1237
1340	203	90345810	0	1553	1238
1341	203	90345810	0	1553	1239
1342	203	90345810	0	1553	1240
1343	203	90345810	0	1553	1241
1344	203	90345810	0	1553	1242
1345	203	90345810	0	1553	1243
1346	203	90345810	0	1553	1244
1347	203	90345810	0	1553	1245
1348	203	90345810	0	1553	1246
1349	203	90345810	0	1553	1247
1350	203	90345810	0	1553	1248
1351	203	90345810	0	1553	1249
1352	203	90345810	0	1553	1250
1353	203	90345810	0	1553	1251
1354	203	90345810	0	1553	1252
1355	203	90345810	0	1553	1253
1356	203	90345810	0	1553	1254
1357	203	90345810	0	1553	1255
1358	203	90345810	0	1553	1256
1359	203	90345810	0	1553	1257
1360	203	90345810	0	1553	1258
1361	203	90345810	0	1553	1259
1362	203	90345810	0	1553	1260
1363	203	90345810	0	1553	1261
1364	203	90345810	0	1553	1262
1365	203	90345810	0	1553	1263
1366	203	90345810	0	1553	1264
1367	203	90345810	0	1553	1265
1368	203	90345810	0	1553	1266
1369	203	90345810	0	1553	1267
1370	203	90345810	0	1553	1268
1371	203	90345810	0	1553	1269
1372	203	90345810	0	1553	1270
1373	203	90345810	0	1553	1271
1374	203	90345810	0	1553	1272
1375	203	90345810	0	1553	1273
1376	203	90345810	0	1553	1274
1377	203	90345810	0	1553	1275
1378	203	90345810	0	1553	1276
1379	203	90345810	0	1553	1277
1380	203	90345810	0	1553	1278
1381	203	90345810	0	1553	1279
1382	203	90345810	0	1553	1280
1383	203	90345810	0	1553	1281
1384	203	90345810	0	1553	1282
1385	203	90345810	0	1553	1283
1386	203	90345810	0	1553	1284
1387	203	90345810	0	1553	1285
1388	203	90345810	0	1553	1286
1389	203	90345810	0	1553	1287
1390	203	90345810	0	1553	1288
1391	203	90345810	0	1553	1289
1392	203	90345810	0	1553	1290
1393	203	90345810	0	1553	1291
1394	203	90345810	0	1553	1292
1395	203	90345810	0	1553	1293
1396	203	90345810	0	1553	1294
1397	203	90345810	0	1553	1295
1398	203	90345810	0	1553	1296
1399	203	90345810	0	1553	1297
1400	203	90345810	0	1553	1298
1401	203	90345810	0	1553	1299
1402	203	90345810	0	1553	1300
1403	203	90345810	0	1553	1301
1404	203	90345810	0	1553	1302
1405	203	90345810	0	1553	1303
1406	203	90345810	0	1553	1304
1407	203	90345810	0	1553	1305
1408	203	90345810	0	1553	1306
1409	203	90345810	0	1553	1307
1410	203	90345810	0	1553	1308
1411	203	90345810	0	1553	1309
1412	203	90345810	0	1553	1310
1413	203	90345810	0	1553	1311
1414	203	90345810	0	1553	1312
1415	203	90345810	0	1553	1313
1416	203	90345810	0	1553	1314
1417	203	90345810	0	1553	1315
1418	203	90345810	0	1553	1316
1419	203	90345810	0	1553	1317
1420	203	90345810	0	1553	1318
1421	203	90345810	0	1553	1319
1422	203	90345810	0	1553	1320
1423	203	90345810	0	1553	1321
1424	203	90345810	0	1553	1322
1425	203	90345810	0	1553	1323
1426	203	90345810	0	1553	1324
1427	203	90345810	0	1553	1325
1428	203	90345810	0	1553	1326
1429	203	90345810	0	1553	1327
1430	203	90345810	0	1553	1328
1431	203	90345810	0	1553	1329
1432	203	90345810	0	1553	1330
1433	203	90345810	0	1553	1331
1434	203	90345810	0	1553	1332
1435	203	90345810	0	1553	1333
1436	203	90345810	0	1553	1334
1437	203	90345810	0	1553	1335
1438	203	90345810	0	1553	1336
1439	203	90345810	0	1553	1337
1440	203	90345810	0	1553	1338
1441	203	90345810	0	1553	1339
1442	203	90345810	0	1553	1340
1443	203	90345810	0	1553	1341
1444	203	90345810	0	1553	1342
1445	203	90345810	0	1553	1343
1446	203	90345810	0	1553	1344
1447	203	90345810	0	1553	1345
1448	203	90345810	0	1553	1346
1449	203	90345810	0	1553	1347
1450	203	90345810	0	1553	1348
1451	203	90345810	0	1553	1349
1452	203	90345810	0	1553	1350
1453	203	90345810	0	1553	1351
1454	203	90345810	0	1553	1352
1455	203	90345810	0	1553	1353
1456	203	90345810	0	1553	1354
1457	203	90345810	0	1553	1355
1458	203	90345810	0	1553	1356
1459	203	90345810	0	1553	1357
1460	203	90345810	0	1553	1358
1461	203	90345810	0	1553	1359
1462	203	90345810	0	1553	1360
1463	203	90345810	0	1553	1361
1464	203	90345810	0	1553	1362
1465	203	90345810	0	1553	1363
1466	203	90345810	0	1553	1364
1467	203	90345810	0	1553	1365
1468	203	90345810	0	1553	1366
1469	203	90345810	0	1553	1367
1470	203	90345810	0	1553	1368
1471	203	90345810	0	1553	1369
1472	203	90345810	0	1553	1370
1473	203	90345810	0	1553	1371
1474	203	90345810	0	1553	1372
1475	203	90345810	0	1553	1373
1476	203	90345810	0	1553	1374
1477	203	90345810	0	1553	1375
1478	203	90345810	0	1553	1376
1479	203	90345810	0	1553	1377
1480	203	90345810	0	1553	1378
1481	203	90345810	0	1553	1379
1482	203	90345810	0	1553	1380
1483	203	90345810	0	1553	1381
1484	203	90345810	0	1553	1382
1485	203	90345810	0	1553	1383
1486	203	90345810	0	1553	1384
1487	203	90345810	0	1553	1385
1488	203	90345810	0	1553	1386
1489	203	90345810	0	1553	1387
1490	203	90345810	0	1553	1388
1491	203	90345810	0	1553	1389
1492	203	90345810	0	1553	1390
1493	203	90345810	0	1553	1391
1494	203	90345810	0	1553	1392
1495	203	90345810	0	1553	1393
1496	203	90345810	0	1553	1394
1497	203	90345810	0	1553	1395
1498	203	90345810	0	1553	1396
1499	203	90345810	0	1553	1397
1500	203	90345810	0	1553	1398
1501	203	90345810	0	1553	1399
1502	203	90345810	0	1553	1400
1503	203	90345810	0	1553	1401
1504	203	90345810	0	1553	1402
1505	203	90345810	0	1553	1403
1506	203	90345810	0	1553	1404
1507	203	90345810	0	1553	1405
1508	203	90345810	0	1553	1406
1509	203	90345810	0	1553	1407
1510	203	90345810	0	1553	1408
1511	203	90345810	0	1553	1409
1512	203	90345810	0	1553	1410
1513	203	90345810	0	1553	1411
1514	203	90345810	0	1553	1412
1515	203	90345810	0	1553	1413
1516	203	90345810	0	1553	1414
1517	203	90345810	0	1553	1415
1518	203	90345810	0	1553	1416
1519	203	90345810	0	1553	1417
1520	203	90345810	0	1553	1418
1521	203	90345810	0	1553	1419
1522	203	90345810	0	1553	1420
1523	203	90345810	0	1553	1421
1524	203	90345810	0	1553	1422
1525	203	90345810	0	1553	1423
1526	203	90345810	0	1553	1424
1527	203	90345810	0	1553	1425
1528	203	90345810	0	1553	1426
1529	203	90345810	0	1553	1427
1530	203	90345810	0	1553	1428
1531	203	90345810	0	1553	1429
1532	203	90345810	0	1553	1430
1533	203	90345810	0	1553	1431
1534	203	90345810	0	1553	1432
1535	203	90345810	0	1553	1433
1536	203	90345810	0	1553	1434
1537	203	90345810	0	1553	1435
1538	203	90345810	0	1553	1436
1539	203	90345810	0	1553	1437
1540	203	90345810	0	1553	1438
1541	203	90345810	0	1553	1439
1542	203	90345810	0	1553	1440
1543	203	90345810	0	1553	1441
1544	203	90345810	0	1553	1442
1545	203	90345810	0	1553	1443
1546	203	90345810	0	1553	1444
1547	203	90345810	0	1553	1445
1548	203	90345810	0	1553	1446
1549	203	90345810	0	1553	1447
1550	203	90345810	0	1553	1448
1551	203	90345810	0	1553	1449
1552	203	90345810	0	1553	1450
1553	203	90345810	0	1553	1451
1554	203	90345810	0	1553	1452
1555	203	90345810	0	1553	1453
1556	203	90345810	0	1553	1454
1557	203	90345810	0	1553	1455
1558	203	90345810	0	1553	1456
1559	203	90345810	0	1553	1457
1560	203	90345810	0	1553	1458
1561	203	90345810	0	1553	1459
1562	203	90345810	0	1553	1460
1563	203	90345810	0	1553	1461
1564	203	90345810	0	1553	1462
1565	203	90345810	0	1553	1463
1566	203	90345810	0	1553	1464
1567	203	90345810	0	1553	1465
1568	203	90345810	0	1553	1466
1569	203	90345810	0	1553	1467
1570	203	90345810	0	1553	1468
1571	203	90345810	0	1553	1469
1572	203	90345810	0	1553	1470
1573	203	90345810	0	1553	1471
1574	203	90345810	0	1553	1472
1575	203	90345810	0	1553	1473
1576	203	90345810	0	1553	1474
1577	203	90345810	0	1553	1475
1578	203	90345810	0	1553	1476
1579	203	90345810	0	1553	1477
1580	203	90345810	0	1553	1478
1581	203	90345810	0	1553	1479
1582	203	90345810	0	1553	1480
1583	203	90345810	0	1553	1481
1584	203	90345810	0	1553	1482
1585	203	90345810	0	1553	1483
1586	203	90345810	0	1553	1484
1587	203	90345810	0	1553	1485
1588	203	90345810	0	1553	1486
1589	203	90345810	0	1553	1487
1590	203	90345810	0	1553	1488
1591	203	90345810	0	1553	1489
1592	203	90345810	0	1553	1490
1593	203	90345810	0	1553	1491
1594	203	90345810	0	1553	1492
1595	203	90345810	0	1553	1493
1596	203	90345810	0	1553	1494
1597	203	90345810	0	1553	1495
1598	203	90345810	0	1553	1496
1599	203	90345810	0	1553	1497
1600	203	90345810	0	1553	1498
1601	203	90345810	0	1553	1499
1602	203	90345810	0	1553	1500
1603	203	90345810	0	1553	1501
1604	203	90345810	0	1553	1502
1605	203	90345810	0	1553	1503
1606	203	90345810	0	1553	1504
1607	203	90345810	0	1553	1505
1608	203	90345810	0	1553	1506
1609	203	90345810	0	1553	1507
1610	203	90345810	0	1553	1508
1611	203	90345810	0	1553	1509
1612	203	90345810	0	1553	1510
1613	203	90345810	0	1553	1511
1614	203	90345810	0	1553	1512
1615	203	90345810	0	1553	1513
1616	203	90345810	0	1553	1514
1617	203	90345810	0	1553	1515
1618	203	90345810	0	1553	1516
1619	203	90345810	0	1553	1517
1620	203	90345810	0	1553	1518
1621	203	90345810	0	1553	1519
1622	203	90345810	0	1553	1520
1623	203	90345810	0	1553	1521
1624	203	90345810	0	1553	1522
1625	203	90345810	0	1553	1523
1626	203	90345810	0	1553	1524
1627	203	90345810	0	1553	1525
1628	203	90345810	0	1553	1526
1629	203	90345810	0	1553	1527
1630	203	90345810	0	1553	1528
1631	203	90345810	0	1553	1529
1632	203	90345810	0	1553	1530
1633	203	90345810	0	1553	1531
1634	203	90345810	0	1553	1532
1635	203	90345810	0	1553	1533
1636	203	90345810	0	1553	1534
1637	203	90345810	0	1553	1535
1638	203	90345810	0	1553	1536
1639	203	90345810	0	1553	1537
1640	203	90345810	0	1553	1538
1641	203	90345810	0	1553	1539
1642	203	90345810	0	1553	1540
1643	203	90345810	0	1553	1541
1644	203	90345810	0	1553	1542
1645	203	90345810	0	1553	1543
1646	203	90345810	0	1553	1544
1647	203	90345810	0	1553	1545
1648	203	90345810	0	1553	1546
1649	203	90345810	0	1553	1547
1650	203	90345810	0	1553	1548
1651	203	90345810	0	1553	1549
1652	203	90345810	0	1553	1550
1653	203	90345810	0	1553	1551
1654	203	90345810	0	1553	1552
1655	203	90345810	0	1553	1553
1656	203	90345810	0	1553	1554
1657	203	90345810	0	1553	1555
1658	203	90345810	0	1553	1556
1659	203	90345810	0	1553	1557
1660	203	90345810	0	1553	1558
1661	203	90345810	0	1553	1559
1662	203	90345810	0	1553	1560
1663	203	90345810	0	1553	1561
1664	203	90345810	0	1553	1562
1665	203	90345810	0	1553	1563
1666	203	90345810	0	1553	1564
1667	203	90345810	0	1553	1565
1668	203	90345810	0	1553	1566
1669	203	90345810	0	1553	1567
1670	203	90345810	0	1553	1568
1671	203	90345810	0	1553	1569
1672	203	90345810	0	1553	1570
1673	203	90345810	0	1553	1571
1674	203	90345810	0	1553	1572
1675	203	90345810	0	1553	1573
1676	203	90345810	0	1553	1574
1677	203	90345810	0	1553	1575
1678	203	90345810	0	1553	1576
1679	203	90345810	0	1553	1577
1680	203	90345810	0	1553	1578
1681	203	90345810	0	1553	1579
1682	203	90345810	0	1553	1580
1683	203	90345810	0	1553	1581
1684	203	90345810	0	1553	1582
1685	203	90345810	0	1553	1583
1686	203	90345810	0	1553	1584
1687	203	90345810	0	1553	1585
1688	203	90345810	0	1553	1586
1689	203	90345810	0	1553	1587
1690	203	90345810	0	1553	1588
1691	203	90345810	0	1553	1589
1692	203	90345810	0	1553	1590
1693	203	90345810	0	1553	1591
1694	203	90345810	0	1553	1592
1695	203	90345810	0	1553	1593
1696	203	90345810	0	1553	1594
1697	203	90345810	0	1553	1595
1698	203	90345810	0	1553	1596
1699	203	90345810	0	1553	1597
1700	203	90345810	0	1553	1598
1701	203	90345810	0	1553	1599
1702	203	90345810	0	1553	1600
1703	203	90345810	0	1553	1601
1704	203	90345810	0	1553	1602
1705	203	90345810	0	1553	1603
1706	203	90345810	0	1553	1604
1707	203	90345810	0	1553	1605
1708	203	90345810	0	1553	1606
1709	203	90345810	0	1553	1607
1710	203	90345810	0	1553	1608
1711	203	90345810	0	1553	1609
1712	203	90345810	0	1553	1610
1713	203	90345810	0	1553	1611
1714	203	90345810	0	1553	1612
1715	203	90345810	0	1553	1613
1716	203	90345810	0	1553	1614
1717	203	90345810	0	1553	1615
1718	203	90345810	0	1553	1616
1719	203	90345810	0	1553	1617
1720	203	90345810	0	1553	1618
1721	203	90345810	0	1553	1619
1722	203	90345810	0	1553	1620
1723	203	90345810	0	1553	1621
1724	203	90345810	0	1553	1622
1725	203	90345810	0	1553	1623
1726	203	90345810	0	1553	1624
1727	203	90345810	0	1553	1625
1728	203	90345810	0	1553	1626
1729	203	90345810	0	1553	1627
1730	203	90345810	0	1553	1628
1731	203	90345810	0	1553	1629
1732	203	90345810	0	1553	1630
1733	203	90345810	0	1553	1631
1734	203	90345810	0	1553	1632
1735	203	90345810	0	1553	1633
1736	203	90345810	0	1553	1634
1737	203	90345810	0	1553	1635
1738	203	90345810	0	1553	1636
1739	203	90345810	0	1553	1637
1740	203	90345810	0	1553	1638
1741	203	90345810	0	1553	1639
1742	203	90345810	0	1553	1640
1743	203	90345810	0	1553	1641
1744	203	90345810	0	1553	1642
1745	203	90345810	0	1553	1643
1746	203	90345810	0	1553	1644
1747	203	90345810	0	1553	1645
1748	203	90345810	0	1553	1646
1749	203	90345810	0	1553	1647
1750	203	90345810	0	1553	1648
1751	203	90345810	0	1553	1649
1752	203	90345810	0	1553	1650
1753	203	90345810	0	1553	1651
1754	203	90345810	0	1553	1652
1755	203	90345810	0	1553	1653
1756	203	90345810	0	1553	1654
1757	203	90345810	0	1553	1655
1758	203	90345810	0	1553	1656
1759	203	90345810	0	1553	1657
1760	203	90345810	0	1553	1658
1761	203	90345810	0	1553	1659
1762	203	90345810	0	1553	1660
1763	203	90345810	0	1553	1661
1764	203	90345810	0	1553	1662
1765	203	90345810	0	1553	1663
